qp_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.98509715281122e-15	0.391148727074593	0.585	0.487	3.30935546345158e-11	PH 1	par-1
2.48509923369504e-15	0.410724485618236	0.585	0.489	4.142908932493e-11	PH 1	spoon
3.06934744873901e-15	0.312795059422697	0.681	0.71	5.1169091317928e-11	PH 1	Hel25E
3.68684337311256e-15	0.37988588911174	0.454	0.348	6.14633658731594e-11	PH 1	da
3.93393032120075e-15	0.438412675665102	0.314	0.133	6.55825523847377e-11	PH 1	tum
4.34144006901558e-15	0.34876687224994	0.604	0.531	7.23761473905587e-11	PH 1	lark
4.38017480707837e-15	0.386427735737908	0.285	0.14	7.30218942088035e-11	PH 1	Top3beta
5.33461991559688e-15	0.372839071292914	0.266	0.105	8.89334486129156e-11	PH 1	cno
5.93732284690793e-15	0.407013850006323	0.329	0.21	9.89811091808021e-11	PH 1	Smn
6.72868742553203e-15	0.364100516976275	0.343	0.182	1.12173948071044e-10	PH 1	vih
7.46710744696709e-15	0.395632455524225	0.425	0.32	1.24484148248388e-10	PH 1	sima
8.06586512394677e-15	0.478795192793405	0.454	0.275	1.34466037481317e-10	PH 1	G9a
8.71933715682334e-15	0.437800536514036	0.353	0.203	1.45360069741402e-10	PH 1	CG10395
9.92165822349987e-15	0.379842337500221	0.3	0.188	1.65403964243966e-10	PH 1	Cpsf5
1.33059916606906e-14	0.389993484248512	0.382	0.216	2.21824186975373e-10	PH 1	RanGAP
1.48662108184757e-14	0.37836781256115	0.382	0.292	2.47834600554809e-10	PH 1	fmt
1.86188501020969e-14	0.381866364405132	0.382	0.259	3.10394850052058e-10	PH 1	Saf-B
2.49335887231302e-14	0.370305835113337	0.29	0.104	4.15667857603303e-10	PH 1	cmet
3.37389114375464e-14	0.347732886660635	0.469	0.401	5.62461392575336e-10	PH 1	Gyf
3.39669404407735e-14	0.445861768792292	0.391	0.221	5.66262864088134e-10	PH 1	Gnf1
3.65190663019383e-14	0.387267974496515	0.464	0.343	6.08809354319614e-10	PH 1	caz
4.2789725354435e-14	0.406365597429722	0.493	0.4	7.13347511383785e-10	PH 1	Smox
4.30488225174228e-14	0.383497205243516	0.343	0.19	7.17666920187956e-10	PH 1	CG7946
4.46509537255004e-14	0.397476032997228	0.343	0.173	7.44376049557816e-10	PH 1	nsl1
5.08430510776968e-14	0.399151507752173	0.43	0.321	8.47604504516283e-10	PH 1	CG10417
7.13765520819544e-14	0.437541875557863	0.367	0.232	1.18991849975826e-09	PH 1	wds
7.44336609750905e-14	0.354983600392076	0.304	0.184	1.24088356211573e-09	PH 1	mri
8.11554428975671e-14	0.359906513959889	0.266	0.104	1.35294238854534e-09	PH 1	Slbp
9.43245977333028e-14	0.398605989435975	0.377	0.251	1.57248536881189e-09	PH 1	CG1646
1.35414595432453e-13	0.342973216411968	0.28	0.125	2.25749672045443e-09	PH 1	dre4
1.57105468745636e-13	0.433119223310174	0.459	0.3	2.6191052694585e-09	PH 1	Cdk1
1.97288386565451e-13	0.378737168632451	0.324	0.158	3.28899469243263e-09	PH 1	Nup98-96
2.15500231278317e-13	0.348390111833136	0.522	0.462	3.59260435564082e-09	PH 1	CG9281
2.37042914360052e-13	0.386129978053319	0.314	0.202	3.95174242529642e-09	PH 1	slpr
2.37741067191057e-13	0.399974375718405	0.304	0.225	3.96338133114211e-09	PH 1	Oatp74D
2.53532769351005e-13	0.340669090871011	0.57	0.531	4.2266447978506e-09	PH 1	CG14464
2.7178610794885e-13	0.370695422191032	0.594	0.503	4.53094620561528e-09	PH 1	Uba1
3.12583789441544e-13	0.367130325530404	0.343	0.255	5.21108435377998e-09	PH 1	Mtor
3.14045366230274e-13	0.359635995111541	0.353	0.211	5.23545030042489e-09	PH 1	Edc3
3.8646697535717e-13	0.391913552911347	0.275	0.14	6.44279094617938e-09	PH 1	SMC5
4.54965109916327e-13	0.362166483221855	0.362	0.274	7.58472334741509e-09	PH 1	smid
4.80607059653764e-13	0.599319913265917	0.42	0.387	8.01220029148791e-09	PH 1	Sap47
5.61191273105618e-13	0.331705353992139	0.319	0.15	9.35561971394376e-09	PH 1	MED31
5.94738947585948e-13	0.281593361711434	0.517	0.483	9.91489299520534e-09	PH 1	TfIIA-S
6.12860935922525e-13	0.319030576384169	0.256	0.175	1.02170046627644e-08	PH 1	Deaf1
6.41638388641164e-13	0.408877916857795	0.541	0.439	1.06967535770368e-08	PH 1	Tnpo
6.5130846642039e-13	0.344409906110399	0.599	0.553	1.08579634436943e-08	PH 1	bip2
7.07253391674022e-13	0.451311166894377	0.29	0.154	1.17906212925976e-08	PH 1	ftz-f1
8.02313790804527e-13	0.416873551063835	0.348	0.254	1.33753732065023e-08	PH 1	CG31712
1.13340110325386e-12	0.367859293164346	0.464	0.367	1.88949297923451e-08	PH 1	Not3
1.2822226712211e-12	0.38990149771168	0.275	0.13	2.13759341519269e-08	PH 1	CG13625
1.3942923921334e-12	0.362297181363591	0.464	0.313	2.32442484692558e-08	PH 1	U2af50
1.57868172851813e-12	0.324468338223939	0.614	0.539	2.63182030961257e-08	PH 1	CG30122
1.64005328402848e-12	0.368084573855059	0.377	0.221	2.73413282980389e-08	PH 1	qkr58E-1
2.02523523748264e-12	0.386324772218685	0.483	0.361	3.37626966440731e-08	PH 1	Crtc
2.02851663270153e-12	0.374222155151088	0.3	0.156	3.38174007837672e-08	PH 1	borr
2.1434261088122e-12	0.346972022399992	0.425	0.33	3.57330566600081e-08	PH 1	dco
2.25302758545434e-12	0.346825012184841	0.261	0.105	3.75602228771093e-08	PH 1	Mcm7
2.63752628908135e-12	0.426329590895574	0.396	0.287	4.39702007652752e-08	PH 1	Eip63E
4.2811538541403e-12	0.389518078306834	0.406	0.255	7.13711159023729e-08	PH 1	SMC1
5.09338316527599e-12	0.332763678539283	0.319	0.202	8.49117907483161e-08	PH 1	CG7332
6.10567873365838e-12	0.345795721350081	0.604	0.581	1.01787770168819e-07	PH 1	larp
9.32064309953655e-12	0.316195875419548	0.449	0.416	1.55384441112374e-07	PH 1	alpha-Spec
1.18244680747502e-11	0.441532992585555	0.213	0.336	1.97125707274161e-07	PH 1	dnc
1.20165208521128e-11	0.384470902153455	0.473	0.37	2.00327419125572e-07	PH 1	Larp4B
1.24825085718058e-11	0.363574898046183	0.357	0.191	2.08095900400575e-07	PH 1	Rcc1
1.4488667567319e-11	0.34200020515107	0.507	0.436	2.41540577014776e-07	PH 1	gw
1.55708776957875e-11	0.384538990670992	0.285	0.154	2.59582102066473e-07	PH 1	sno
1.96633613095954e-11	0.366684284076599	0.338	0.233	3.27807896392264e-07	PH 1	MED22
1.96860288510933e-11	0.296447368615792	0.256	0.101	3.28185786976577e-07	PH 1	CG7518
2.1031494884994e-11	0.322929965183075	0.256	0.164	3.50616051227734e-07	PH 1	MED21
2.1941983547118e-11	0.40005518541453	0.425	0.269	3.65794807714004e-07	PH 1	CG3542
2.4831018629564e-11	0.386979751334509	0.357	0.252	4.13957911573461e-07	PH 1	CG3918
2.88209095790866e-11	0.406036938218363	0.459	0.335	4.80473383592953e-07	PH 1	CG9776
3.40909557573634e-11	0.342114893104035	0.261	0.111	5.68330323431006e-07	PH 1	Pp2C1
3.80376815396752e-11	0.374226020790415	0.29	0.155	6.34126188947926e-07	PH 1	Svil
4.03562090327674e-11	0.343611881875089	0.285	0.17	6.72778360785265e-07	PH 1	unc-119
4.25876020429883e-11	0.325725165948372	0.275	0.139	7.09977913658658e-07	PH 1	row
5.4517511699083e-11	0.362669926782823	0.42	0.291	9.08861437535412e-07	PH 1	Dp
5.80339056472644e-11	0.352657024197018	0.28	0.18	9.67483241045544e-07	PH 1	Pgi
5.88554095145492e-11	0.332845703149074	0.266	0.156	9.8117853201705e-07	PH 1	mor
5.93310385766161e-11	0.342010860128333	0.256	0.119	9.89107744110768e-07	PH 1	mle
6.63070800236657e-11	0.376297440418514	0.295	0.163	1.10540533107453e-06	PH 1	mura
6.83061166920381e-11	0.340697875654031	0.329	0.184	1.13873127137297e-06	PH 1	AP-1gamma
7.67444369566632e-11	0.286411931818131	0.251	0.108	1.27940650850453e-06	PH 1	Chd1
8.08454666258366e-11	0.316897889355878	0.28	0.166	1.34777477411932e-06	PH 1	gbb
8.16391290571855e-11	0.321748821109219	0.28	0.122	1.36100592051234e-06	PH 1	Mcm6
8.36695139264523e-11	0.383613937611518	0.382	0.238	1.39485446666789e-06	PH 1	CG6693
9.75096106661528e-11	0.335225867345648	0.382	0.275	1.62558271941543e-06	PH 1	Ubr3
1.04702187871173e-10	0.468460407702013	0.271	0.151	1.74549017400033e-06	PH 1	BthD
1.17772384567322e-10	0.315711123153392	0.44	0.357	1.96338342312183e-06	PH 1	Usp10
1.2282205935743e-10	0.314160038213054	0.604	0.509	2.04756655154771e-06	PH 1	SmF
1.2979122323638e-10	0.334216145386061	0.324	0.215	2.16374948257369e-06	PH 1	E(Pc)
2.48447182798877e-10	0.3298618094369	0.498	0.426	4.14186298444007e-06	PH 1	CaMKII
3.0375845171475e-10	0.354285081089718	0.314	0.217	5.06395714853659e-06	PH 1	CG8671
4.47505941083688e-10	0.271554104440409	0.522	0.511	7.46037154380616e-06	PH 1	Sf3b6
4.93833640228073e-10	0.361271234314186	0.377	0.194	8.23270061624221e-06	PH 1	aurB
5.25229523328674e-10	0.312825245935868	0.324	0.199	8.75610138341232e-06	PH 1	Sf3a2
5.27403019203838e-10	0.352731917704376	0.401	0.283	8.79233573314719e-06	PH 1	anne
6.99939161994833e-10	0.342193856415749	0.324	0.221	1.16686857696159e-05	PH 1	swm
7.84918373264281e-10	0.310320282039784	0.28	0.225	1.30853742006888e-05	PH 1	CG7656
8.01206071907304e-10	0.337592879450483	0.367	0.239	1.33569064247667e-05	PH 1	lgs
8.93024379428273e-10	0.300861646571327	0.357	0.253	1.48876094294487e-05	PH 1	CG8963
9.26074765626157e-10	0.330794656115084	0.3	0.188	1.54385924177537e-05	PH 1	CG1785
1.12146399834957e-09	0.329900421551942	0.343	0.238	1.86959263164858e-05	PH 1	Akt1
1.13690071364404e-09	0.361644847456204	0.44	0.307	1.89532717971599e-05	PH 1	Ubi-p63E
1.14926467381461e-09	0.35992979197711	0.406	0.291	1.91593913771633e-05	PH 1	Hipk
1.19279598008796e-09	0.328197887303004	0.594	0.573	1.98851017840464e-05	PH 1	sd
1.45593345029644e-09	0.332027929292889	0.411	0.318	2.4271866549892e-05	PH 1	inc
1.46167718819292e-09	0.309040252248258	0.435	0.35	2.43676204043642e-05	PH 1	CG2182
1.50372968172841e-09	0.382574781575413	0.261	0.19	2.50686775240944e-05	PH 1	csw
1.57621028177715e-09	0.303621565677097	0.459	0.418	2.62770016075069e-05	PH 1	Gprk1
1.68913341963897e-09	0.323151614141661	0.256	0.167	2.81595432388012e-05	PH 1	RasGAP1
1.82791439289802e-09	0.283720977703215	0.28	0.171	3.04731608440028e-05	PH 1	pds5
2.3252825867968e-09	0.355809525326077	0.3	0.186	3.87647860044894e-05	PH 1	HUWE1
2.34148974186942e-09	0.286116958828592	0.295	0.169	3.90349754867051e-05	PH 1	U2af38
2.55755480868433e-09	0.303701569699848	0.266	0.155	4.26369962155764e-05	PH 1	MTA1-like
2.76332629933041e-09	0.261116048017806	0.3	0.261	4.60674127361373e-05	PH 1	Nulp1
3.20094607881991e-09	0.303778491751841	0.348	0.332	5.33629720800068e-05	PH 1	CLIP-190
4.48192185730409e-09	0.287074449648102	0.256	0.154	7.47181192831165e-05	PH 1	tho2
4.7547947498951e-09	0.303033504330647	0.338	0.288	7.92671832755013e-05	PH 1	Set1
4.82207697958538e-09	0.263444419716153	0.546	0.525	8.03888453266679e-05	PH 1	mago
5.66670023728014e-09	0.264099858345453	0.715	0.725	9.44695596556971e-05	PH 1	Trf2
5.76489500126419e-09	0.344131748747098	0.391	0.3	9.61065645660753e-05	PH 1	NFAT
5.90737012299339e-09	0.307571134005325	0.444	0.38	9.84817673204229e-05	PH 1	CG3408
7.41599022763504e-09	0.321491880750427	0.3	0.177	0.000123631973084904	PH 1	Sirt1
9.25444831892305e-09	0.314598749656693	0.425	0.311	0.000154280907924766	PH 1	BuGZ
1.24257546565566e-08	0.307421309151594	0.343	0.248	0.000207149755879455	PH 1	CG31301
1.52803297778726e-08	0.2956327383866	0.357	0.26	0.000254738377726914	PH 1	pit
1.54718816328583e-08	0.273864176099608	0.372	0.3	0.000257931738701381	PH 1	TfIIS
1.76637383734159e-08	0.309751362687315	0.295	0.155	0.000294472182423216	PH 1	mad2
1.91738228045552e-08	0.272759494451411	0.251	0.123	0.00031964679997474	PH 1	Pcl
1.93364084392063e-08	0.296627261920887	0.449	0.369	0.000322357265090008	PH 1	Galphas
1.97366582543704e-08	0.291257839098411	0.391	0.302	0.00032902982975861	PH 1	CG33671
2.2182238914748e-08	0.309877485808731	0.357	0.214	0.000369800104947764	PH 1	CG10333
2.38845617134388e-08	0.310457490370842	0.309	0.211	0.000398179528324739	PH 1	BCAS2
2.51631130355938e-08	0.272458605199733	0.295	0.177	0.000419494257416385	PH 1	Ythdf
2.62693266942492e-08	0.278567290012075	0.3	0.175	0.000437935945319829	PH 1	RnpS1
2.80236066248558e-08	0.300252273956573	0.304	0.168	0.000467181546042972	PH 1	Pnn
2.91620714157737e-08	0.28012329451842	0.295	0.173	0.000486160892572363	PH 1	Axud1
3.06089327813818e-08	0.295011024316686	0.411	0.311	0.000510281518398417	PH 1	CG18815
4.15880225577675e-08	0.400573912582246	0.348	0.229	0.000693313924060542	PH 1	Claspin
4.4876066229408e-08	0.305230249738744	0.527	0.512	0.000748128900110461	PH 1	eIF4EHP
6.58158080816625e-08	0.287887458029337	0.271	0.174	0.0010972153365294	PH 1	CG8441
7.03080429877164e-08	0.2640168150977	0.251	0.144	0.00117210538464822	PH 1	DMAP1
7.46014749964413e-08	0.261189756966897	0.261	0.151	0.00124368118966567	PH 1	CG1620
7.57278943763458e-08	0.288534794700222	0.411	0.336	0.00126245972714806	PH 1	hrg
8.09792864976841e-08	0.280939517833899	0.266	0.192	0.00135000568520289	PH 1	CG6700
8.10384681237175e-08	0.299155284380399	0.314	0.231	0.00135099230209049	PH 1	Bap60
8.94022670770956e-08	0.259812876445012	0.256	0.117	0.00149042519444226	PH 1	dpa
1.17537414575636e-07	0.265163291778241	0.251	0.131	0.00195946623839042	PH 1	CG9915
1.29870118283491e-07	0.253247998755872	0.333	0.254	0.00216506474190408	PH 1	icln
1.74872267523498e-07	0.289926878738041	0.275	0.201	0.00291529557188424	PH 1	P5CDh1
1.86877693360608e-07	0.266604617782337	0.285	0.238	0.0031154380260147	PH 1	Det
1.96779934999607e-07	0.316754584180852	0.329	0.22	0.00328051829637844	PH 1	CG1789
2.18846199640526e-07	0.294302664575709	0.353	0.247	0.0036483849942072	PH 1	Rnp4F
2.20793805863857e-07	0.277683311207619	0.338	0.267	0.00368085353755635	PH 1	Cbp20
2.34728538485223e-07	0.26351475412288	0.42	0.383	0.00391315946508715	PH 1	pho
3.87836155858967e-07	0.254674803959432	0.329	0.288	0.00646561655432484	PH 1	ari-1
4.87326550774257e-07	0.25515013965953	0.338	0.243	0.00812422092795764	PH 1	BicD
5.78487449442381e-07	0.266062567155038	0.348	0.249	0.00964396426965393	PH 1	rept
6.05149167125358e-07	0.254633229380914	0.309	0.208	0.0100884417651468	PH 1	wrd
6.3788496450376e-07	0.279925136630288	0.372	0.281	0.0106341802432422	PH 1	slmb
6.81449973761849e-07	0.266156825996706	0.28	0.185	0.0113604525125838	PH 1	Haspin
7.64770814835141e-07	0.280785095073834	0.309	0.246	0.0127494942541166	PH 1	HP1b
7.85254071818069e-07	0.276536574311675	0.3	0.209	0.013090970631279	PH 1	Dhx15
7.93273381031108e-07	0.260038059324287	0.329	0.207	0.0132246605351696	PH 1	PIG-B
1.05539355159062e-06	0.251330717876183	0.314	0.253	0.0175944658985673	PH 1	lilli
1.05985671132015e-06	0.266408638482802	0.3	0.237	0.0176688712344182	PH 1	Kcmf1
1.16211588130089e-06	0.258469115691092	0.386	0.358	0.0193736338571672	PH 1	Arl6IP1
1.24522889990897e-06	0.260475601512663	0.295	0.213	0.0207592109903824	PH 1	scny
1.37019676822364e-06	0.258835739779813	0.435	0.323	0.0228425503230564	PH 1	MED19
1.58419168982738e-06	0.288556603450649	0.362	0.28	0.0264100596611123	PH 1	Ufd1-like
1.64429860138859e-06	0.260333626052993	0.3	0.197	0.0274121019837491	PH 1	O-fut1
1.64627628554038e-06	0.299859673197055	0.319	0.214	0.0274450719562436	PH 1	CG6340
2.37039899784594e-06	0.26097597476461	0.425	0.39	0.0395169216930897	PH 1	g
2.39411653989862e-06	0.257920152027774	0.348	0.298	0.03991231683665	PH 1	su(Hw)
2.77521644358258e-06	0.271169812059561	0.304	0.226	0.0462656333309652	PH 1	nudE
0	1.98383140461341	0.932	0.713	0	PH	Ance
0	0.63783233873535	0.455	0.186	0	PH	PGRP-LB
0	0.494258052404147	0.727	0.522	0	PH	Nop56
0	0.457459566416167	0.258	0.035	0	PH	Swim
0	0.44967535955455	0.553	0.314	0	PH	Sodh-2
0	0.437232093928678	0.581	0.36	0	PH	Fib
0	0.423945047053197	0.772	0.609	0	PH	CG2865
0	0.394996898076544	0.291	0.076	0	PH	CG11236
0	0.37631862032571	0.526	0.317	0	PH	Shmt
0	0.367406645257415	0.997	0.988	0	PH	sesB
0	0.362207957453617	0.715	0.582	0	PH	Hsp60A
0	0.361474662762994	0.617	0.456	0	PH	CG4038
0	0.357069400449501	0.881	0.812	0	PH	Nap1
0	0.32603705598716	0.61	0.472	0	PH	P32
0	0.306329767530523	0.999	0.994	0	PH	awd
0	0.30293242393944	0.998	0.996	0	PH	RpS2
0	0.300028339940235	0.803	0.706	0	PH	CG10576
0	0.283990994920492	0.714	0.607	0	PH	RpL24-like
0	0.263012122675701	0.996	0.995	0	PH	RpS15Aa
0	0.26251027672236	0.999	0.998	0	PH	RpS20
0	0.261061586824453	0.862	0.796	0	PH	Adk2
3.11750481869368e-319	0.334507779321129	0.575	0.422	5.19719228324424e-315	PH	CG7637
7.68260500474291e-288	0.295045277376301	0.588	0.452	1.28076708034069e-283	PH	Tom40
5.76710783473253e-284	0.284695208805976	0.327	0.178	9.61434547128261e-280	PH	CG12288
1.11115866397698e-276	0.251726937497859	0.776	0.72	1.85241260871603e-272	PH	vig
9.34912858015112e-272	0.289923293735239	0.503	0.353	1.55859322559699e-267	PH	CG9253
7.0591289417666e-265	0.279194201324867	0.405	0.273	1.17682738588191e-260	PH	CG6299
1.121390139191e-259	0.257087014307234	0.35	0.207	1.86946950104531e-255	PH	r-l
6.57496322312001e-259	0.275814000582454	0.502	0.354	1.09611211892634e-254	PH	Paics
4.0272982856987e-251	0.298995902705854	0.475	0.346	6.7139089720883e-247	PH	Gmap
5.77111343784622e-246	0.279047425031207	0.559	0.44	9.62102321223344e-242	PH	RpLP0-like
5.22495839706475e-233	0.256847717467381	0.622	0.507	8.71052814374664e-229	PH	CG15019
2.15190756136417e-217	0.275196321510315	0.611	0.476	3.58744509555021e-213	PH	Pdp1
5.89817553714889e-211	0.255562976380631	0.396	0.253	9.83284843798092e-207	PH	trol
1.56905591655694e-209	0.264302997803861	0.422	0.301	2.61577311849207e-205	PH	Rs1
3.57695613564781e-208	0.258143109310533	0.438	0.312	5.96314357373846e-204	PH	CG6937
6.60734157478289e-196	0.263202049414189	0.656	0.533	1.10150991393206e-191	PH	Psc
5.12924392717003e-146	0.250110852438498	0.494	0.389	8.55096255098516e-142	PH	ham
0	1.01917864949384	0.873	0.555	0	PM	LanB1
0	0.884664482933015	0.69	0.362	0	PM	LanA
0	0.731640496681848	0.546	0.211	0	PM	LanB2
0	0.581801663764274	0.425	0.148	0	PM	Pgant9
0	0.570347647120599	0.807	0.578	0	PM	sty
0	0.561404301892962	0.741	0.519	0	PM	Idh
0	0.509033889024042	0.953	0.884	0	PM	Msp300
0	0.489275788466761	0.816	0.654	0	PM	scf
0	0.44401516413771	0.805	0.732	0	PM	kay
0	0.436297312780791	0.472	0.3	0	PM	pnt
0	0.412931227682419	0.676	0.494	0	PM	Plod
0	0.373985497450102	0.537	0.386	0	PM	wge
0	0.373309513394701	0.964	0.928	0	PM	Pdi
0	0.365362219124745	0.985	0.949	0	PM	CG2852
0	0.357374101019528	0.713	0.578	0	PM	Prosap
0	0.349182023352314	0.614	0.489	0	PM	CG10863
0	0.32942921606708	0.385	0.259	0	PM	alc
0	0.317231238325922	0.723	0.608	0	PM	Fkbp14
0	0.314022147700812	0.96	0.922	0	PM	ERp60
0	0.31028340628402	0.408	0.278	0	PM	l(3)05822
0	0.306160579540346	0.729	0.608	0	PM	Gale
0	0.303584187071072	0.395	0.247	0	PM	Pvr
0	0.299976656439045	0.668	0.543	0	PM	ATP8B
0	0.292291590519957	0.596	0.509	0	PM	TM9SF2
0	0.288553222670896	0.56	0.452	0	PM	Jafrac2
0	0.283748285498527	0.669	0.513	0	PM	CG15093
0	0.283086823424645	0.328	0.183	0	PM	C1GalTA
0	0.273678897601793	0.7	0.61	0	PM	scu
6.06123998439297e-281	0.268356440187137	0.549	0.425	1.01046931779815e-276	PM	Stat92E
2.24932206253167e-275	0.273022405013437	0.518	0.375	3.74984481044655e-271	PM	CG3902
2.09548323967327e-274	0.29066058389661	0.457	0.338	3.49338010885931e-270	PM	mtgo
7.79073074712031e-240	0.256013159860995	0.456	0.371	1.29879272285243e-235	PM	svr
0	1.07619154505387	0.953	0.627	0	PM 120	Mmp1
0	0.580511484476286	0.931	0.706	0	PM 120	Chmp1
0	0.55369161587551	0.946	0.769	0	PM 120	Rel
0	0.525504784330608	0.796	0.497	0	PM 120	ZnT63C
0	0.519564263895116	0.751	0.4	0	PM 120	spict
0	0.464325714207874	0.66	0.306	0	PM 120	SH3PX1
3.4276113105651e-313	0.457589114680113	0.867	0.622	5.71417081584308e-309	PM 120	rush
1.04609177603789e-306	0.470295205415506	0.766	0.452	1.74393959983276e-302	PM 120	CHMP2B
3.07758477278972e-285	0.411023856838913	0.58	0.26	5.13064157471775e-281	PM 120	Rabex-5
1.63560196542701e-277	0.297037496128021	0.405	0.144	2.72671203656336e-273	PM 120	CG3328
1.10350148433094e-255	0.399836527034229	0.815	0.544	1.83964732452811e-251	PM 120	Vps2
9.23256052644026e-250	0.383841045492501	0.897	0.698	1.53916016536286e-245	PM 120	Lamp1
7.6925732504757e-234	0.386809208113778	0.812	0.558	1.2824288865868e-229	PM 120	Vps60
3.38677759651578e-229	0.400001298200546	0.648	0.358	5.64609693115146e-225	PM 120	CG5377
6.20244293949892e-229	0.357283255416027	0.607	0.313	1.03400926244386e-224	PM 120	CG4025
2.39501221396484e-226	0.394064182346775	0.938	0.786	3.99272486190078e-222	PM 120	Jra
3.72422138874407e-218	0.401379880117776	0.686	0.411	6.20864947717525e-214	PM 120	CG5004
2.25190259713642e-210	0.304249717851553	0.42	0.169	3.75414681968613e-206	PM 120	CG14767
1.59797253188686e-206	0.281212322692103	0.395	0.153	2.66398000790858e-202	PM 120	dos
1.2701953494637e-196	0.330755607853846	0.681	0.404	2.11754266709094e-192	PM 120	Spn42Da
2.1777493193658e-195	0.349322181291375	0.817	0.579	3.63052589031473e-191	PM 120	drk
4.6671112277548e-192	0.348196887449827	0.687	0.425	7.78054112779003e-188	PM 120	Arpc3A
1.06521764052477e-184	0.317760905437223	0.681	0.415	1.77582432851885e-180	PM 120	Vta1
9.50284129525098e-182	0.341676166503982	0.818	0.595	1.58421867233129e-177	PM 120	spin
1.09698101143513e-181	0.331402778668859	0.602	0.341	1.8287770441635e-177	PM 120	CG34125
1.16281288767739e-179	0.316150015205707	0.534	0.279	1.93852536504698e-175	PM 120	AP-2mu
1.7107544640658e-176	0.250661239483177	0.329	0.122	2.8519987670441e-172	PM 120	CG2201
3.31215371435774e-173	0.324896959252665	0.751	0.508	5.52169145720579e-169	PM 120	Chc
3.46079216067448e-173	0.342885107056494	0.665	0.414	5.76948661106043e-169	PM 120	CG4101
4.45691429896098e-172	0.317608957069991	0.727	0.482	7.43012182779785e-168	PM 120	Vps28
8.86892290948024e-172	0.369514413903549	0.758	0.524	1.47853813823945e-167	PM 120	RhoL
1.85858713049506e-165	0.382281932559824	0.645	0.396	3.09845060524832e-161	PM 120	Spn55B
3.52168225448978e-158	0.281532103729755	0.486	0.249	5.87099648645991e-154	PM 120	Dap160
6.49449977174752e-157	0.324988430387109	0.769	0.545	1.08269805694803e-152	PM 120	viaf
1.56760953830173e-154	0.307584099057855	0.556	0.313	2.61336186130281e-150	PM 120	Keap1
5.2296682317207e-154	0.291064719421641	0.847	0.652	8.71837990910158e-150	PM 120	Dlc90F
1.63816688732449e-153	0.262060980360255	0.496	0.261	2.73098801785866e-149	PM 120	Doa
4.58936307081537e-148	0.28650954064049	0.62	0.382	7.6509271753563e-144	PM 120	TSG101
1.98236825664111e-146	0.269016103105135	0.654	0.414	3.30480612064639e-142	PM 120	CG32039
4.6192826766698e-146	0.272701249868763	0.588	0.348	7.70080615027623e-142	PM 120	CG18659
5.18047084664491e-143	0.256449462441926	0.722	0.486	8.63636294844174e-139	PM 120	Aldh7A1
7.43969363721313e-139	0.270856632333708	0.857	0.683	1.2402713262598e-134	PM 120	SkpA
3.47777045232584e-138	0.259829847490189	0.56	0.329	5.7977911210724e-134	PM 120	grsm
1.09191563699992e-134	0.283426229931735	0.681	0.46	1.82033255844257e-130	PM 120	alphaSnap
1.64190740303911e-110	0.326732938422022	0.475	0.297	2.7372238316065e-106	PM 120	scramb1
6.33941586612834e-43	0.307422270230276	0.961	0.933	1.05684401904225e-38	PM 120	Hsc70-3
0	4.12318221814592	0.902	0.109	0	LM	alphaTub85E
0	3.93549465238726	0.98	0.145	0	LM	betaTub60D
0	2.42191003160205	0.971	0.229	0	LM	mthl4
0	2.3262429177032	0.957	0.51	0	LM	RapGAP1
0	2.13504235694687	0.632	0.009	0	LM	ItgaPS4
0	1.91451329053937	0.852	0.312	0	LM	Acbp2
0	1.85014468617195	0.968	0.704	0	LM	Jupiter
0	1.82692642856686	0.827	0.402	0	LM	shot
0	1.79888904695271	0.758	0.21	0	LM	Treh
0	1.74044437271395	0.873	0.292	0	LM	Ggamma30A
0	1.6537727685017	0.973	0.705	0	LM	mys
0	1.61452950176274	0.848	0.366	0	LM	Fit1
0	1.60142839607416	0.991	0.891	0	LM	Rap1
0	1.52995198746909	1	0.992	0	LM	Cam
0	1.52344786064062	0.914	0.501	0	LM	CG9932
0	1.4715617286266	0.822	0.216	0	LM	CG5734
0	1.45565497816038	0.788	0.519	0	LM	CG9328
0	1.43191910914228	0.925	0.627	0	LM	Eb1
0	1.4226322714878	0.883	0.39	0	LM	rhea
0	1.39392646631884	0.881	0.373	0	LM	twf
0	1.37639821745374	0.83	0.301	0	LM	sigmar
0	1.37558786678055	0.479	0.021	0	LM	Adk1
0	1.34010864434672	0.86	0.433	0	LM	pod1
0	1.32497493106657	0.78	0.362	0	LM	CAP
0	1.29157866839473	0.907	0.531	0	LM	cher
0	1.24664806459517	0.833	0.388	0	LM	betaTub97EF
0	1.20605238287829	0.768	0.233	0	LM	Sema1b
0	1.19917144566246	0.989	0.873	0	LM	Rab11
0	1.19302271909428	0.635	0.034	0	LM	ATP8A
0	1.15217461720804	0.962	0.684	0	LM	LamC
0	1.14837265363646	0.514	0.031	0	LM	CG42675
0	1.11439493113648	1	0.99	0	LM	alphaTub84B
0	1.11356243008326	0.975	0.706	0	LM	Frl
0	1.09711070366004	0.765	0.29	0	LM	prominin-like
0	1.09578054500374	0.977	0.815	0	LM	Cp1
0	1.09470944338194	0.678	0.334	0	LM	CG4793
0	1.08825293619853	0.81	0.322	0	LM	Pax
0	1.08007227219996	0.654	0.088	0	LM	CG8312
0	1.07218376294573	0.611	0.146	0	LM	ringer
